State Code,Year,Total Deaths,No. Injured,Total Damage ('000 US$),Total Disasters,Disaster Types
KS,2012,27.0,230.0,25702000.0,14.0,{'Severe Storm': 14}
KY,2012,84.0,700.0,14000000.0,23.0,{'Severe Storm': 23}
LA,2012,20.0,0.0,2274000.0,89.0,{'Hurricane': 89}
MA,2012,54.0,0.0,50000000.0,26.0,"{'Severe Storm': 6, 'Hurricane': 20}"
MD,2012,87.0,0.0,54210000.0,54.0,"{'Severe Storm': 6, 'Hurricane': 48}"
ME,2012,54.0,0.0,50000000.0,,
MI,2012,1.0,0.0,20700000.0,,
MN,2012,7.0,30.0,25900000.0,18.0,{'Severe Storm': 18}
MO,2012,20.0,300.0,25210000.0,,
MS,2012,61.0,400.0,7274000.0,83.0,{'Hurricane': 83}
MT,2012,3.0,0.0,0.0,9.0,{'Fire': 9}
NC,2012,246.0,400.0,59000000.0,,
ND,2012,0.0,0.0,20000000.0,,
NE,2012,27.0,230.0,22302000.0,3.0,{'Fire': 3}
NH,2012,54.0,0.0,50000000.0,17.0,"{'Severe Storm': 1, 'Hurricane': 16}"
NJ,2012,99.0,0.0,54100000.0,45.0,"{'Severe Storm': 3, 'Hurricane': 42}"
NM,2012,0.0,3.0,21900000.0,10.0,"{'Fire': 5, 'Flood': 5}"
NV,2012,0.0,0.0,20000000.0,2.0,{'Fire': 2}
NY,2012,76.0,0.0,53710000.0,76.0,{'Hurricane': 76}
OH,2012,124.0,400.0,79700000.0,127.0,{'Severe Storm': 127}
OK,2012,12.0,30.0,25610000.0,15.0,"{'Severe Storm': 5, 'Fire': 10}"
OR,2012,3.0,1.0,100000.0,12.0,{'Flood': 12}
PA,2012,77.0,0.0,54410000.0,68.0,{'Hurricane': 68}
RI,2012,54.0,0.0,50000000.0,9.0,{'Hurricane': 9}
SC,2012,28.0,0.0,4000000.0,,
SD,2012,6.0,30.0,21800000.0,2.0,{'Fire': 2}
TN,2012,41.0,400.0,5000000.0,10.0,{'Severe Storm': 10}
TX,2012,18.0,103.0,31450000.0,2.0,{'Fire': 2}
UT,2012,0.0,0.0,20000000.0,7.0,"{'Severe Storm': 1, 'Fire': 5, 'Flood': 1}"
VA,2012,268.0,400.0,59310000.0,234.0,"{'Severe Storm': 69, 'Hurricane': 165}"
VT,2012,54.0,0.0,50000000.0,3.0,{'Severe Storm': 3}
WA,2012,14.0,2.0,484000.0,24.0,"{'Severe Storm': 14, 'Fire': 10}"
WI,2012,8.0,0.0,20702000.0,8.0,"{'Severe Storm': 4, 'Severe Storm(s)': 4}"
WV,2012,82.0,0.0,54000000.0,189.0,"{'Severe Storm': 116, 'Hurricane': 73}"
WY,2012,0.0,2.0,1400000.0,6.0,{'Fire': 6}
AL,2013,67.0,650.0,6400000.0,,
AR,2013,89.0,650.0,6625000.0,25.0,"{'Severe Ice Storm': 8, 'Severe Storm': 17}"
AZ,2013,33.0,0.0,4000.0,4.0,"{'Freezing': 1, 'Fire': 3}"
CA,2013,19.0,17.0,1808400.0,20.0,{'Fire': 20}
CO,2013,83.0,718.0,11200000.0,40.0,"{'Fire': 7, 'Flood': 33}"
CT,2013,95.0,600.0,6300000.0,18.0,{'Severe Storm': 18}
DE,2013,67.0,650.0,6400000.0,,
FL,2013,98.0,680.0,8590000.0,4.0,{'Severe Storm': 4}
GA,2013,67.0,650.0,6400000.0,,
IA,2013,95.0,700.0,9725000.0,86.0,"{'Severe Storm': 66, 'Flood': 20}"
IL,2013,101.0,885.0,10700000.0,62.0,"{'Flood': 47, 'Tornado': 15}"
IN,2013,82.0,885.0,10500000.0,,
KS,2013,99.0,800.0,9725000.0,69.0,"{'Snowstorm': 23, 'Severe Storm': 46}"
KY,2013,102.0,835.0,7900000.0,,
LA,2013,89.0,650.0,9900000.0,11.0,{'Severe Storm': 11}
MA,2013,95.0,600.0,6300000.0,18.0,"{'Terrorist': 4, 'Severe Storm': 14}"
MD,2013,67.0,650.0,6400000.0,,
ME,2013,114.0,600.0,6500000.0,6.0,{'Severe Storm': 6}
MI,2013,106.0,885.0,11025000.0,16.0,{'Flood': 16}
MN,2013,95.0,700.0,9725000.0,23.0,{'Severe Storm': 23}
MO,2013,85.0,885.0,10525000.0,46.0,{'Severe Storm': 46}
MS,2013,88.0,650.0,8800000.0,7.0,{'Severe Storm': 7}
MT,2013,72.0,718.0,8800000.0,17.0,"{'Flood': 15, 'Fire': 2}"
NC,2013,69.0,650.0,6425000.0,21.0,"{'Mud/Landslide': 1, 'Flood': 20}"
ND,2013,77.0,800.0,9500000.0,52.0,"{'Flood': 24, 'Severe Storm': 28}"
NE,2013,77.0,800.0,9500000.0,10.0,{'Severe Storm': 10}
NH,2013,95.0,600.0,6300000.0,11.0,{'Severe Storm': 11}
NJ,2013,95.0,600.0,6300000.0,,
NM,2013,95.0,718.0,10402000.0,40.0,"{'Fire': 1, 'Severe Storm': 13, 'Flood': 26}"
NY,2013,114.0,600.0,6500000.0,17.0,"{'Severe Storm': 1, 'Flood': 16}"
OH,2013,101.0,885.0,10700000.0,2.0,{'Hurricane': 2}
OK,2013,110.0,718.0,9727000.0,38.0,"{'Severe Storm': 17, 'Tornado': 21}"
PA,2013,97.0,600.0,6325000.0,29.0,"{'Hurricane': 18, 'Severe Storm': 11}"
RI,2013,95.0,600.0,6300000.0,5.0,{'Severe Storm': 5}
SC,2013,69.0,650.0,8600000.0,,
SD,2013,77.0,800.0,9500000.0,38.0,{'Severe Storm': 38}
TN,2013,70.0,650.0,6425000.0,,
TX,2013,148.0,918.0,10104000.0,12.0,"{'Other': 4, 'Severe Storm': 4, 'Severe Storm(s)': 4}"
VA,2013,67.0,650.0,6400000.0,,
VT,2013,126.0,637.0,6608000.0,11.0,{'Flood': 11}
WI,2013,106.0,885.0,11025000.0,16.0,"{'Severe Storm': 8, 'Severe Storm(s)': 8}"
WV,2013,67.0,650.0,6400000.0,2.0,{'Flood': 2}
WY,2013,72.0,718.0,8800000.0,,
AK,2014,21.0,0.0,2500000.0,5.0,"{'Flood': 1, 'Severe Storm': 4}"
AL,2014,76.0,15.0,4920000.0,21.0,{'Severe Storm': 21}
AR,2014,44.0,51.0,3770000.0,26.0,"{'Severe Ice Storm': 14, 'Severe Storm': 12}"
AZ,2014,0.0,0.0,3900000.0,3.0,"{'Flood': 2, 'Fire': 1}"
CA,2014,37.0,415.0,5617000.0,38.0,"{'Fire': 34, 'Earthquake': 4}"
CO,2014,61.0,15.0,2522000.0,,
CT,2014,27.0,0.0,6230000.0,,
DC,2014,25.0,0.0,750000.0,,
DE,2014,40.0,15.0,2000000.0,,
FL,2014,42.0,199.0,2000000.0,9.0,{'Severe Storm': 9}
GA,2014,99.0,15.0,5500000.0,136.0,{'Severe Ice Storm': 136}
HI,2014,1.0,0.0,66000.0,3.0,"{'Severe Storm': 2, 'Volcanic Eruption': 1}"
IA,2014,81.0,51.0,9832000.0,60.0,"{'Severe Storm': 33, 'Flood': 27}"
ID,2014,0.0,0.0,3900000.0,,
IL,2014,102.0,15.0,10902000.0,,
IN,2014,100.0,15.0,10732000.0,30.0,{'Severe Storm': 30}
KS,2014,81.0,51.0,9832000.0,,
KY,2014,63.0,15.0,4670000.0,4.0,{'Severe Storm': 4}
LA,2014,76.0,15.0,4920000.0,,
MA,2014,27.0,0.0,6230000.0,,
MD,2014,79.0,15.0,6310000.0,4.0,{'Severe Storm': 4}
ME,2014,27.0,0.0,6230000.0,,
MI,2014,113.0,15.0,10832000.0,3.0,{'Flood': 3}
MN,2014,100.0,15.0,10732000.0,40.0,{'Flood': 40}
MO,2014,100.0,15.0,10732000.0,20.0,{'Severe Storm': 20}
MS,2014,76.0,15.0,4920000.0,13.0,{'Severe Storm': 13}
MT,2014,78.0,15.0,6799000.0,21.0,"{'Flood': 15, 'Severe Storm': 6}"
NC,2014,99.0,15.0,5500000.0,9.0,{'Severe Ice Storm': 9}
ND,2014,79.0,15.0,8232000.0,10.0,{'Flood': 10}
NE,2014,81.0,51.0,9832000.0,30.0,"{'Tornado': 6, 'Severe Storm': 24}"
NH,2014,40.0,0.0,6330000.0,,
NJ,2014,100.0,15.0,10732000.0,,
NM,2014,61.0,15.0,6422000.0,16.0,{'Severe Storm': 16}
NV,2014,0.0,0.0,3900000.0,1.0,{'Flood': 1}
NY,2014,138.0,15.0,11582000.0,20.0,"{'Severe Storm': 11, 'Snowstorm': 9}"
OH,2014,100.0,15.0,10732000.0,,
OK,2014,61.0,15.0,6422000.0,5.0,"{'Severe Storm': 4, 'Fire': 1}"
OR,2014,3.0,0.0,0.0,10.0,"{'Severe Storm': 4, 'Fire': 6}"
PA,2014,123.0,15.0,9882000.0,7.0,{'Severe Ice Storm': 7}
RI,2014,27.0,0.0,6230000.0,,
SC,2014,99.0,15.0,5500000.0,68.0,{'Severe Ice Storm': 68}
SD,2014,79.0,15.0,8232000.0,13.0,{'Flood': 13}
TN,2014,52.0,15.0,2272000.0,33.0,"{'Severe Ice Storm': 10, 'Severe Storm': 23}"
TX,2014,65.0,15.0,6692000.0,2.0,{'Fire': 2}
UT,2014,0.0,0.0,3900000.0,1.0,{'Fire': 1}
VA,2014,61.0,184.0,4500000.0,,
VT,2014,27.0,0.0,6230000.0,14.0,"{'Severe Ice Storm': 7, 'Flood': 7}"
WA,2014,45.0,36.0,1620000.0,20.0,"{'Mud/Landslide': 5, 'Fire': 15}"
WI,2014,79.0,15.0,8232000.0,,
WV,2014,40.0,184.0,2000000.0,9.0,{'Chemical': 9}
WY,2014,63.0,51.0,8022000.0,,
AL,2015,85.0,122.0,3550000.0,,
AR,2015,136.0,134.0,8370000.0,29.0,{'Severe Storm': 29}
AZ,2015,0.0,0.0,4500000.0,2.0,{'Fire': 2}
CA,2015,12.0,8.0,6452000.0,26.0,"{'Flood': 2, 'Fire': 24}"
CO,2015,42.0,0.0,5750000.0,15.0,{'Flood': 15}
CT,2015,28.0,40.0,1180000.0,4.0,{'Severe Storm': 4}
DC,2015,40.0,0.0,3100000.0,,
FL,2015,15.0,12.0,1050000.0,,
GA,2015,96.0,72.0,5750000.0,16.0,{'Severe Ice Storm': 16}
GU,2015,0.0,0.0,0.0,1.0,{'Typhoon': 1}
IA,2015,14.0,52.0,3260000.0,19.0,{'Severe Storm': 19}
ID,2015,4.0,8.0,4650000.0,11.0,"{'Fire': 6, 'Severe Storm': 5}"
IL,2015,159.0,162.0,9550000.0,,
IN,2015,114.0,162.0,5800000.0,,
KS,2015,75.0,64.0,7400000.0,44.0,{'Severe Storm': 44}
KY,2015,135.0,134.0,8820000.0,163.0,"{'Snowstorm': 41, 'Flood': 88, 'Severe Storm': 34}"
LA,2015,67.0,62.0,4250000.0,7.0,{'Flood': 7}
MA,2015,58.0,40.0,4180000.0,10.0,{'Severe Storm': 10}
MD,2015,30.0,0.0,3000000.0,,
ME,2015,36.0,40.0,4030000.0,4.0,{'Snowstorm': 4}
MI,2015,59.0,52.0,5500000.0,,
MN,2015,9.0,40.0,2260000.0,,
MO,2015,93.0,134.0,6600000.0,76.0,{'Severe Storm': 76}
MP,2015,0.0,10.0,0.0,3.0,{'Typhoon': 3}
MS,2015,85.0,122.0,3550000.0,1.0,{'Tornado': 1}
MT,2015,9.0,8.0,4655800.0,,
NC,2015,72.0,12.0,7200000.0,,
NE,2015,5.0,40.0,1560000.0,28.0,{'Severe Storm': 28}
NH,2015,36.0,40.0,4030000.0,3.0,{'Severe Storm': 3}
NJ,2015,2.0,0.0,80000.0,4.0,{'Severe Storm': 4}
NM,2015,50.0,60.0,2000000.0,,
NV,2015,19.0,0.0,4502000.0,,
NY,2015,71.0,40.0,4350000.0,,
OH,2015,83.0,52.0,8850000.0,,
OK,2015,131.0,124.0,9300000.0,86.0,"{'Severe Storm': 63, 'Fire': 2, 'Severe Ice Storm': 21}"
OR,2015,4.0,8.0,4650000.0,6.0,{'Fire': 6}
PA,2015,61.0,12.0,4670000.0,,
RI,2015,36.0,40.0,4030000.0,5.0,{'Severe Storm': 5}
SC,2015,101.0,0.0,8500000.0,83.0,"{'Severe Storm': 47, 'Flood': 36}"
SD,2015,10.0,0.0,2400000.0,15.0,{'Severe Storm': 15}
TN,2015,128.0,122.0,7800000.0,45.0,{'Severe Ice Storm': 45}
TX,2015,140.0,124.0,10020000.0,272.0,"{'Severe Storm': 135, 'Fire': 2, 'Severe Storm(s)': 135}"
UT,2015,19.0,0.0,4502000.0,,
VA,2015,56.0,12.0,4670000.0,,
VT,2015,30.0,0.0,3000000.0,12.0,{'Severe Storm': 12}
WA,2015,23.0,8.0,4652000.0,47.0,"{'Fire': 41, 'Severe Storm': 6}"
WI,2015,27.0,92.0,3310000.0,,
WV,2015,16.0,12.0,1570000.0,67.0,"{'Severe Storm': 47, 'Flood': 20}"
AL,2016,25.0,45.0,5375000.0,39.0,{'Severe Storm': 39}
AR,2016,36.0,10.0,14500000.0,50.0,{'Severe Storm': 50}
CA,2016,33.0,31.0,2075000.0,14.0,{'Fire': 14}
CO,2016,11.0,22.0,2800000.0,4.0,{'Fire': 4}
CT,2016,10.0,12.0,1200000.0,,
DC,2016,50.0,12.0,550000.0,1.0,{'Snowstorm': 1}
DE,2016,51.0,12.0,1100000.0,1.0,{'Snowstorm': 1}
FL,2016,71.0,262.0,15303000.0,72.0,{'Hurricane': 72}
GA,2016,126.0,57.0,15025000.0,85.0,"{'Severe Storm': 34, 'Hurricane': 50, 'Fire': 1}"
IA,2016,16.0,10.0,12250000.0,27.0,{'Flood': 27}
IL,2016,52.0,29.0,15100000.0,,
IN,2016,66.0,19.0,11100000.0,,
KS,2016,39.0,41.0,9400000.0,16.0,"{'Fire': 3, 'Severe Storm': 13}"
KY,2016,65.0,41.0,3850000.0,25.0,"{'Severe Storm': 20, 'Fire': 5}"
LA,2016,44.0,45.0,23575000.0,70.0,{'Flood': 70}
MA,2016,10.0,12.0,1200000.0,,
MD,2016,82.0,24.0,1850000.0,20.0,"{'Snowstorm': 19, 'Flood': 1}"
MI,2016,22.0,0.0,100000.0,1.0,{'Toxic Substances': 1}
MN,2016,1.0,0.0,550000.0,10.0,{'Flood': 10}
MO,2016,59.0,41.0,19200000.0,126.0,{'Flood': 126}
MS,2016,46.0,45.0,22875000.0,41.0,"{'Severe Storm': 12, 'Flood': 29}"
MT,2016,9.0,12.0,1100000.0,7.0,"{'Severe Storm': 5, 'Fire': 1, 'Tornado': 1}"
NC,2016,126.0,57.0,15025000.0,120.0,"{'Hurricane': 116, 'Fire': 4}"
NE,2016,23.0,29.0,2000000.0,,
NJ,2016,64.0,134.0,2350000.0,17.0,{'Severe Storm': 17}
NM,2016,22.0,0.0,100000.0,3.0,{'Fire': 3}
NY,2016,63.0,24.0,2350000.0,,
OH,2016,60.0,19.0,2700000.0,,
OK,2016,59.0,29.0,12320000.0,53.0,"{'Fire': 3, 'Severe Storm': 42, 'Flood': 8}"
PA,2016,60.0,24.0,1750000.0,28.0,"{'Flood': 5, 'Snowstorm': 23}"
SC,2016,70.0,45.0,12075000.0,75.0,"{'Hurricane': 73, 'Fire': 2}"
TN,2016,81.0,246.0,5325000.0,7.0,{'Fire': 7}
TX,2016,98.0,53.0,20000000.0,290.0,"{'Severe Storm': 51, 'Flood': 188, 'Severe Storm(s)': 51}"
VA,2016,165.0,24.0,15850000.0,40.0,"{'Snowstorm': 30, 'Hurricane': 10}"
WA,2016,59.0,24.0,1650000.0,30.0,"{'Severe Storm': 16, 'Flood': 10, 'Fire': 4}"
WI,2016,26.0,0.0,1550000.0,20.0,"{'Flood': 11, 'Severe Storm': 9}"
WV,2016,81.0,12.0,3950000.0,18.0,{'Flood': 18}
AL,2017,60.0,294.0,8650000.0,119.0,{'Hurricane': 119}
AR,2017,26.0,97.0,7200000.0,33.0,{'Severe Storm': 33}
AZ,2017,10.0,0.0,0.0,6.0,{'Fire': 6}
CA,2017,73.0,187.0,17100000.0,176.0,"{'Fire': 70, 'Severe Storm': 37, 'Dam/Levee Break': 3, 'Flood': 66}"
CO,2017,91.0,24.0,99900000.0,,
DE,2017,0.0,8.0,260000.0,,
FL,2017,146.0,212.0,59890000.0,154.0,"{'Hurricane': 148, 'Fire': 6}"
GA,2017,159.0,224.0,66200000.0,354.0,"{'Hurricane': 320, 'Fire': 4, 'Severe Storm': 7, 'Tornado': 23}"
IA,2017,6.0,27.0,5500000.0,10.0,{'Severe Storm': 10}
ID,2017,3.0,0.0,400000.0,30.0,{'Flood': 30}
IL,2017,26.0,105.0,7460000.0,,
IN,2017,27.0,105.0,10160000.0,,
KS,2017,23.0,115.0,8200000.0,62.0,"{'Severe Storm': 3, 'Snowstorm': 28, 'Severe Ice Storm': 20, 'Fire': 11}"
KY,2017,36.0,94.0,8700000.0,,
LA,2017,132.0,324.0,99400000.0,56.0,"{'Hurricane': 54, 'Tornado': 2}"
MA,2017,22.0,0.0,1100000.0,,
MD,2017,22.0,0.0,1100000.0,,
ME,2017,34.0,1096.0,0.0,,
MI,2017,28.0,29.0,7200000.0,5.0,{'Severe Storm': 5}
MN,2017,2.0,17.0,5600000.0,,
MO,2017,48.0,135.0,11860000.0,56.0,{'Flood': 56}
MS,2017,63.0,200.0,5150000.0,28.0,"{'Hurricane': 14, 'Severe Storm': 10, 'Tornado': 4}"
MT,2017,0.0,0.0,2500000.0,22.0,{'Fire': 22}
NC,2017,37.0,24.0,5650000.0,,
ND,2017,0.0,2.0,5900000.0,12.0,{'Flood': 12}
NE,2017,2.0,15.0,2200000.0,31.0,{'Severe Storm': 31}
NJ,2017,26.0,0.0,1100000.0,,
NM,2017,0.0,0.0,4500000.0,4.0,"{'Flood': 2, 'Fire': 2}"
NV,2017,46.0,185.0,13400000.0,21.0,"{'Fire': 6, 'Severe Storm': 15}"
NY,2017,36.0,231.0,2500000.0,38.0,"{'Flood': 9, 'Snowstorm': 29}"
OH,2017,26.0,105.0,7460000.0,,
OK,2017,23.0,115.0,11300000.0,57.0,"{'Tornado': 17, 'Severe Storm': 33, 'Fire': 7}"
OR,2017,3.0,0.0,400000.0,16.0,"{'Fire': 9, 'Severe Storm': 7}"
PA,2017,22.0,93.0,5560000.0,,
SC,2017,112.0,24.0,61550000.0,96.0,{'Hurricane': 96}
SD,2017,0.0,2.0,5900000.0,30.0,"{'Severe Storm': 28, 'Fire': 2}"
TN,2017,16.0,24.0,7000000.0,15.0,{'Severe Storm': 15}
TX,2017,131.0,124.0,105200000.0,54.0,{'Hurricane': 54}
UT,2017,3.0,0.0,400000.0,8.0,"{'Fire': 5, 'Flood': 3}"
VA,2017,57.0,94.0,7100000.0,,
WA,2017,88.0,32.0,95260000.0,21.0,"{'Fire': 6, 'Flood': 15}"
WI,2017,2.0,17.0,4200000.0,12.0,{'Severe Storm': 12}
WV,2017,24.0,82.0,3600000.0,13.0,{'Severe Storm': 13}
AL,2018,49.0,0.0,17500000.0,30.0,"{'Hurricane': 25, 'Severe Storm': 5}"
AR,2018,5.0,0.0,3050000.0,,
CA,2018,125.0,31.0,23600000.0,46.0,{'Fire': 46}
CO,2018,20.0,18.0,2900000.0,7.0,{'Fire': 7}
CT,2018,36.0,0.0,4750000.0,6.0,"{'Severe Storm': 3, 'Tornado': 3}"
DE,2018,9.0,0.0,2300000.0,,
FL,2018,52.0,0.0,17800000.0,55.0,{'Hurricane': 55}
GA,2018,74.0,0.0,19800000.0,179.0,{'Hurricane': 179}
IA,2018,9.0,0.0,3350000.0,37.0,{'Severe Storm': 37}
IL,2018,7.0,0.0,3200000.0,,
IN,2018,7.0,0.0,3200000.0,32.0,{'Flood': 32}
KS,2018,7.0,0.0,3100000.0,9.0,{'Severe Storm': 9}
KY,2018,2.0,0.0,1750000.0,59.0,{'Flood': 59}
LA,2018,5.0,0.0,1450000.0,,
MA,2018,36.0,0.0,4750000.0,13.0,"{'Snowstorm': 6, 'Severe Storm': 7}"
MD,2018,88.0,0.0,23550000.0,6.0,"{'Flood': 3, 'Severe Storm': 3}"
ME,2018,22.0,0.0,1000000.0,16.0,"{'Coastal Storm': 2, 'Severe Storm': 14}"
MI,2018,3.0,0.0,1300000.0,4.0,{'Flood': 4}
MN,2018,4.0,0.0,400000.0,32.0,{'Flood': 32}
MO,2018,27.0,0.0,4500000.0,,
MS,2018,3.0,0.0,1300000.0,,
NC,2018,127.0,0.0,33800000.0,158.0,"{'Hurricane': 155, 'Severe Storm': 3}"
NE,2018,0.0,18.0,1000000.0,44.0,"{'Severe Storm': 12, 'Snowstorm': 32}"
NH,2018,31.0,0.0,3300000.0,13.0,"{'Snowstorm': 4, 'Coastal Storm': 2, 'Severe Storm': 7}"
NJ,2018,34.0,0.0,4600000.0,7.0,{'Severe Storm': 7}
NM,2018,2.0,0.0,150000.0,4.0,{'Fire': 4}
NY,2018,59.0,0.0,6050000.0,8.0,{'Flood': 8}
OH,2018,2.0,0.0,250000.0,23.0,{'Flood': 23}
OK,2018,5.0,0.0,1450000.0,12.0,{'Fire': 12}
PA,2018,41.0,0.0,7800000.0,12.0,{'Severe Storm': 12}
RI,2018,22.0,0.0,1000000.0,,
SC,2018,25.0,0.0,3800000.0,68.0,{'Hurricane': 68}
TN,2018,24.0,0.0,2650000.0,,
TX,2018,10.0,0.0,2900000.0,16.0,"{'Fire': 12, 'Flood': 4}"
VA,2018,141.0,0.0,36050000.0,205.0,{'Hurricane': 205}
WA,2018,5.0,0.0,1450000.0,22.0,"{'Flood': 2, 'Fire': 20}"
WI,2018,2.0,0.0,250000.0,22.0,{'Flood': 22}
WV,2018,5.0,0.0,1450000.0,30.0,"{'Severe Storm': 8, 'Mud/Landslide': 22}"
WY,2018,0.0,18.0,1000000.0,4.0,{'Fire': 4}
AL,2019,56.0,114.0,2925000.0,15.0,"{'Severe Storm': 13, 'Tornado': 2}"
AR,2019,13.0,12.0,4500000.0,39.0,{'Flood': 39}
CA,2019,76.0,14.0,1625000.0,61.0,"{'Fire': 21, 'Earthquake': 3, 'Severe Storm': 37}"
CO,2019,27.0,57.0,0.0,,
CT,2019,2.0,12.0,1200000.0,,
FL,2019,56.0,90.0,2025000.0,90.0,{'Hurricane': 90}
GA,2019,64.0,102.0,3325000.0,13.0,{'Hurricane': 13}
IA,2019,18.0,57.0,10000000.0,83.0,{'Flood': 83}
IL,2019,20.0,69.0,11200000.0,29.0,{'Flood': 29}
IN,2019,20.0,12.0,1435000.0,,
KS,2019,36.0,57.0,10235000.0,120.0,{'Severe Storm': 120}
LA,2019,31.0,12.0,4735000.0,100.0,"{'Flood': 27, 'Hurricane': 27, 'Coastal Storm': 42, 'Severe Storm': 4}"
MA,2019,2.0,12.0,1200000.0,,
MD,2019,2.0,12.0,1200000.0,,
MI,2019,5.0,0.0,10000000.0,,
MN,2019,5.0,0.0,10000000.0,58.0,{'Flood': 58}
MO,2019,43.0,207.0,12835000.0,105.0,"{'Severe Storm': 88, 'Flood': 17}"
MS,2019,57.0,114.0,3525000.0,73.0,{'Severe Storm': 73}
NC,2019,21.0,12.0,2900000.0,153.0,{'Hurricane': 153}
ND,2019,5.0,0.0,10000000.0,20.0,{'Flood': 20}
NE,2019,36.0,57.0,10235000.0,93.0,{'Flood': 93}
NJ,2019,2.0,12.0,1200000.0,,
OH,2019,10.0,24.0,2500000.0,35.0,"{'Tornado': 13, 'Flood': 22}"
OK,2019,5.0,0.0,3200000.0,89.0,"{'Fire': 4, 'Severe Storm': 74, 'Flood': 11}"
PA,2019,2.0,12.0,1200000.0,,
SC,2019,51.0,147.0,1790000.0,61.0,{'Hurricane': 61}
SD,2019,5.0,0.0,10000000.0,128.0,"{'Severe Storm': 37, 'Flood': 91}"
TN,2019,6.0,12.0,3800000.0,71.0,"{'Severe Storm': 11, 'Flood': 60}"
TX,2019,32.0,12.0,7400000.0,51.0,"{'Flood': 49, 'Fire': 2}"
VA,2019,25.0,69.0,2800000.0,,
WA,2019,13.0,57.0,0.0,9.0,{'Severe Storm': 9}
WI,2019,5.0,0.0,10000000.0,21.0,{'Flood': 21}
WV,2019,2.0,12.0,1200000.0,6.0,{'Flood': 6}
AL,2020,67.0,231.0,17500000.0,146.0,"{'Hurricane': 107, 'Severe Storm': 39}"
AR,2020,110.0,500.0,28450000.0,91.0,"{'Hurricane': 76, 'Tornado': 15}"
CO,2020,32.0,0.0,11000000.0,12.0,{'Fire': 12}
CT,2020,16.0,0.0,4800000.0,11.0,{'Hurricane': 11}
DE,2020,16.0,0.0,4800000.0,3.0,{'Hurricane': 3}
FL,2020,41.0,31.0,15600000.0,69.0,"{'Hurricane': 63, 'Fire': 6}"
GA,2020,88.0,531.0,16600000.0,,
IA,2020,0.0,0.0,2900000.0,26.0,{'Severe Storm': 26}
IL,2020,38.0,300.0,10250000.0,,
IN,2020,27.0,300.0,9900000.0,,
KS,2020,2.0,0.0,850000.0,,
KY,2020,35.0,300.0,9500000.0,28.0,{'Severe Storm': 28}
LA,2020,95.0,231.0,25825000.0,455.0,"{'Hurricane': 390, 'Coastal Storm': 65}"
MD,2020,27.0,0.0,5150000.0,,
MI,2020,1.0,0.0,5000000.0,9.0,{'Dam/Levee Break': 9}
MO,2020,37.0,300.0,10350000.0,20.0,{'Severe Storm': 20}
MS,2020,119.0,531.0,28175000.0,175.0,"{'Hurricane': 103, 'Severe Storm': 72}"
NC,2020,85.0,200.0,15250000.0,139.0,"{'Hurricane': 119, 'Severe Storm': 20}"
NH,2020,16.0,0.0,4800000.0,,
NJ,2020,16.0,0.0,4800000.0,12.0,{'Hurricane': 12}
NY,2020,16.0,0.0,4800000.0,8.0,{'Hurricane': 8}
OH,2020,25.0,300.0,8300000.0,,
OK,2020,42.0,331.0,10450000.0,32.0,"{'Severe Ice Storm': 30, 'Fire': 2}"
OR,2020,32.0,0.0,11000000.0,75.0,"{'Fire': 70, 'Flood': 5}"
PA,2020,41.0,300.0,7300000.0,,
SC,2020,62.0,200.0,13650000.0,22.0,{'Severe Storm': 22}
TN,2020,77.0,500.0,15625000.0,38.0,"{'Severe Storm': 31, 'Tornado': 7}"
TX,2020,115.0,531.0,31500000.0,102.0,{'Hurricane': 102}
VA,2020,67.0,331.0,13450000.0,,
WA,2020,32.0,0.0,11000000.0,40.0,"{'Fire': 24, 'Flood': 16}"
WI,2020,11.0,0.0,3250000.0,4.0,{'Flood': 4}
WV,2020,25.0,300.0,5400000.0,,
AL,2021,40.0,67.0,6565000.0,12.0,{'Severe Storm': 12}
AR,2021,341.0,119.0,38900000.0,6.0,{'Tornado': 6}
AZ,2021,21.0,25.0,2110000.0,11.0,"{'Fire': 7, 'Flood': 4}"
CA,2021,250.0,22.0,7125000.0,32.0,{'Fire': 32}
CO,2021,251.0,10.0,35275000.0,7.0,{'Fire': 7}
CT,2021,96.0,0.0,65550000.0,30.0,{'Hurricane': 30}
DE,2021,96.0,0.0,65000000.0,2.0,{'Hurricane': 2}
FL,2021,121.0,16.0,3445000.0,64.0,"{'Hurricane': 24, 'Severe Storm': 38, 'Other': 2}"
GA,2021,19.0,17.0,5500000.0,32.0,"{'Severe Storm': 10, 'Hurricane': 22}"
GU,2021,0.0,0.0,0.0,,
HI,2021,1.0,0.0,50000.0,4.0,"{'Fire': 2, 'Flood': 2}"
IA,2021,6.0,0.0,3100000.0,,
ID,2021,229.0,0.0,0.0,8.0,"{'Fire': 3, 'Severe Storm': 5}"
IL,2021,328.0,110.0,36500000.0,15.0,{'Tornado': 15}
IN,2021,0.0,0.0,1300000.0,,
KS,2021,5.0,0.0,1900000.0,,
KY,2021,335.0,111.0,37050000.0,138.0,"{'Tornado': 41, 'Flood': 51, 'Severe Ice Storm': 46}"
LA,2021,357.0,27.0,100260000.0,369.0,"{'Coastal Storm': 65, 'Hurricane': 166, 'Flood': 8, 'Severe Ice Storm': 130}"
MA,2021,4.0,0.0,100000.0,2.0,{'Hurricane': 2}
MD,2021,105.0,1.0,66450000.0,4.0,{'Hurricane': 4}
